序号,关键词,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均访问时长_秒,有消费,CTR,CPC,有浏览,有转化,平均浏览,GMM_K,cluster_id,分类
1160,3897,500635396,9700005700,12164.19,1125,364,0.7423,257.0,True,3.090659340659341,10.812613333333333,True,True,0.32355555555555554,8,0,高价值转化型
1161,4956,500635396,9700005700,0.65,1,0,0.0,,True,,0.65,False,True,0.0,8,5,潜力挖掘型
1162,5120,500635396,9700005700,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1163,5248,500635396,9700005700,1.81,1,1,1.0,120.0,True,1.0,1.81,True,True,1.0,8,7,低效长尾型二
1164,5453,500635396,9700005700,1623.0,2785,3265,0.6667,39.0,True,0.8529862174578867,0.5827648114901257,True,True,1.1723518850987433,8,0,高价值转化型
1165,5963,500635396,9700005700,2.98,2,2,1.0,4.0,True,1.0,1.49,True,True,1.0,8,7,低效长尾型二
1166,6656,500635396,9700005700,2.09,2,2,1.0,2.0,True,1.0,1.045,True,True,1.0,8,7,低效长尾型二
1167,232,500635396,9773660250,2235.16,1712,3698,0.6848,189.0,True,0.4629529475392104,1.3055841121495326,True,True,2.1600467289719627,8,6,稳定拓展型三
1168,4514,500635396,9773660250,5.52,2,6,0.0,438.0,True,0.3333333333333333,2.76,True,True,3.0,8,5,潜力挖掘型
1169,6586,500635396,9773660250,4114.5,2439,5984,0.6409,211.0,True,0.40758689839572193,1.686961869618696,True,True,2.4534645346453465,8,0,高价值转化型
1170,3457,500635396,9773660250,13.65,5,11,0.25,187.0,True,0.45454545454545453,2.73,True,True,2.2,8,1,稳定拓展型
1171,4229,500635396,9773660250,65.11,48,251,0.4082,254.0,True,0.19123505976095617,1.3564583333333333,True,True,5.229166666666667,8,1,稳定拓展型
1172,5384,500635396,9773660250,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1173,2,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1174,4,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1175,8,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1176,17,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1177,24,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1178,32,525368335,9811363528,0.8,1,1,1.0,3.0,True,1.0,0.8,True,True,1.0,8,7,低效长尾型二
1179,33,525368335,9811363528,183.41,75,149,0.7288,108.0,True,0.5033557046979866,2.4454666666666665,True,True,1.9866666666666666,8,1,稳定拓展型
1180,41,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1181,47,525368335,9811363528,0.38,1,55,0.0,724.0,True,0.01818181818181818,0.38,True,True,55.0,8,5,潜力挖掘型
1182,48,525368335,9811363528,58.58,11,7,1.0,43.0,True,1.5714285714285714,5.325454545454545,True,True,0.6363636363636364,8,0,高价值转化型
1183,54,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1184,55,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1185,57,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1186,61,525368335,9811363528,6.13,8,11,0.75,13.0,True,0.7272727272727273,0.76625,True,True,1.375,8,6,稳定拓展型三
1187,62,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1188,74,525368335,9811363528,0.73,1,0,0.0,,True,,0.73,False,True,0.0,8,5,潜力挖掘型
1189,83,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1190,90,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1191,91,525368335,9811363528,36.38,6,2,1.0,120.0,True,3.0,6.0633333333333335,True,True,0.3333333333333333,8,0,高价值转化型
1192,98,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1193,99,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1194,100,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1195,108,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1196,110,525368335,9811363528,1.5,1,1,1.0,120.0,True,1.0,1.5,True,True,1.0,8,7,低效长尾型二
1197,113,525368335,9811363528,1.44,1,1,1.0,9.0,True,1.0,1.44,True,True,1.0,8,7,低效长尾型二
1198,120,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1199,121,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1200,122,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1201,143,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1202,144,525368335,9811363528,26.87,6,5,1.0,73.0,True,1.2,4.4783333333333335,True,True,0.8333333333333334,8,0,高价值转化型
1203,154,525368335,9811363528,1.48,2,0,0.0,,True,,0.74,False,True,0.0,8,5,潜力挖掘型
1204,159,525368335,9811363528,1.03,1,1,1.0,3.0,True,1.0,1.03,True,True,1.0,8,7,低效长尾型二
1205,162,525368335,9811363528,14.99,5,4,1.0,62.0,True,1.25,2.998,True,True,0.8,8,7,低效长尾型二
1206,172,525368335,9811363528,0.95,1,1,1.0,3.0,True,1.0,0.95,True,True,1.0,8,7,低效长尾型二
1207,173,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1208,178,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1209,181,525368335,9811363528,165.4,49,72,0.6875,134.0,True,0.6805555555555556,3.3755102040816327,True,True,1.469387755102041,8,0,高价值转化型
1210,190,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1211,202,525368335,9811363528,6.04,7,6,0.8,87.0,True,1.1666666666666667,0.8628571428571429,True,True,0.8571428571428571,8,6,稳定拓展型三
1212,206,525368335,9811363528,122.53,26,38,0.8125,93.0,True,0.6842105263157895,4.712692307692308,True,True,1.4615384615384615,8,0,高价值转化型
1213,213,525368335,9811363528,1.1,1,1,1.0,1.0,True,1.0,1.1,True,True,1.0,8,7,低效长尾型二
1214,217,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1215,229,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1216,231,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1217,235,525368335,9811363528,1.29,1,1,1.0,2.0,True,1.0,1.29,True,True,1.0,8,7,低效长尾型二
1218,247,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1219,257,525368335,9811363528,3.48,3,16,0.3333,794.0,True,0.1875,1.16,True,True,5.333333333333333,8,1,稳定拓展型
1220,263,525368335,9811363528,1.31,2,2,1.0,15.0,True,1.0,0.655,True,True,1.0,8,7,低效长尾型二
1221,265,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1222,268,525368335,9811363528,10.55,14,8,0.8571,78.0,True,1.75,0.7535714285714287,True,True,0.5714285714285714,8,4,稳定拓展型二
1223,269,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1224,270,525368335,9811363528,263.36,50,167,0.6512,163.0,True,0.2994011976047904,5.2672,True,True,3.34,8,0,高价值转化型
1225,273,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1226,276,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1227,290,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1228,295,525368335,9811363528,2.99,4,4,0.6667,8.0,True,1.0,0.7475,True,True,1.0,8,6,稳定拓展型三
1229,303,525368335,9811363528,1.3,2,2,1.0,62.0,True,1.0,0.65,True,True,1.0,8,7,低效长尾型二
1230,307,525368335,9811363528,7.98,7,39,0.6667,946.0,True,0.1794871794871795,1.1400000000000001,True,True,5.571428571428571,8,1,稳定拓展型
1231,317,525368335,9811363528,5.17,5,2,1.0,2.0,True,2.5,1.034,True,True,0.4,8,7,低效长尾型二
1232,332,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1233,362,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1234,363,525368335,9811363528,1.21,1,9,0.0,187.0,True,0.1111111111111111,1.21,True,True,9.0,8,5,潜力挖掘型
1235,367,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1236,377,525368335,9811363528,2.08,2,1,1.0,120.0,True,2.0,1.04,True,True,0.5,8,7,低效长尾型二
1237,378,525368335,9811363528,0.59,1,0,0.0,,True,,0.59,False,True,0.0,8,5,潜力挖掘型
1238,386,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1239,396,525368335,9811363528,4.0,8,5,0.75,132.0,True,1.6,0.5,True,True,0.625,8,4,稳定拓展型二
1240,408,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1241,424,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1242,432,525368335,9811363528,2.08,3,0,0.0,,True,,0.6933333333333334,False,True,0.0,8,5,潜力挖掘型
1243,433,525368335,9811363528,438.82,72,332,0.4746,375.0,True,0.21686746987951808,6.094722222222222,True,True,4.611111111111111,8,0,高价值转化型
1244,435,525368335,9811363528,0.7,1,0,0.0,,True,,0.7,False,True,0.0,8,5,潜力挖掘型
1245,444,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1246,451,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1247,461,525368335,9811363528,13.69,13,8,1.0,101.0,True,1.625,1.053076923076923,True,True,0.6153846153846154,8,7,低效长尾型二
1248,469,525368335,9811363528,124.59,25,119,0.7143,438.0,True,0.21008403361344538,4.9836,True,True,4.76,8,0,高价值转化型
1249,472,525368335,9811363528,2.19,4,6,0.6667,22.0,True,0.6666666666666666,0.5475,True,True,1.5,8,6,稳定拓展型三
1250,479,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1251,488,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1252,493,525368335,9811363528,0.55,1,0,0.0,,True,,0.55,False,True,0.0,8,5,潜力挖掘型
1253,500,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1254,501,525368335,9811363528,1.81,3,2,1.0,165.0,True,1.5,0.6033333333333334,True,True,0.6666666666666666,8,7,低效长尾型二
1255,503,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1256,506,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1257,516,525368335,9811363528,7.59,6,4,0.6667,87.0,True,1.5,1.265,True,True,0.6666666666666666,8,4,稳定拓展型二
1258,528,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1259,543,525368335,9811363528,1.58,3,3,1.0,42.0,True,1.0,0.5266666666666667,True,True,1.0,8,7,低效长尾型二
1260,557,525368335,9811363528,111.75,13,26,0.6,169.0,True,0.5,8.596153846153847,True,True,2.0,8,0,高价值转化型
1261,560,525368335,9811363528,1.56,3,5,0.0,239.0,True,0.6,0.52,True,True,1.6666666666666667,8,5,潜力挖掘型
1262,561,525368335,9811363528,1.12,2,2,1.0,120.0,True,1.0,0.56,True,True,1.0,8,7,低效长尾型二
1263,563,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1264,565,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1265,568,525368335,9811363528,2.89,2,4,0.0,262.0,True,0.5,1.445,True,True,2.0,8,5,潜力挖掘型
1266,572,525368335,9811363528,126.06,22,26,0.9474,45.0,True,0.8461538461538461,5.73,True,True,1.1818181818181819,8,0,高价值转化型
1267,579,525368335,9811363528,12.94,14,25,0.6154,85.0,True,0.56,0.9242857142857143,True,True,1.7857142857142858,8,6,稳定拓展型三
1268,588,525368335,9811363528,11.97,13,12,1.0,15.0,True,1.0833333333333333,0.9207692307692308,True,True,0.9230769230769231,8,7,低效长尾型二
1269,592,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1270,593,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1271,596,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1272,597,525368335,9811363528,0.87,1,1,1.0,3.0,True,1.0,0.87,True,True,1.0,8,7,低效长尾型二
1273,607,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1274,609,525368335,9811363528,7.94,8,14,0.5,238.0,True,0.5714285714285714,0.9925,True,True,1.75,8,6,稳定拓展型三
1275,613,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1276,618,525368335,9811363528,8.11,8,37,0.6667,128.0,True,0.21621621621621623,1.01375,True,True,4.625,8,1,稳定拓展型
1277,625,525368335,9811363528,33.59,37,30,0.84,96.0,True,1.2333333333333334,0.9078378378378379,True,True,0.8108108108108109,8,6,稳定拓展型三
1278,627,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1279,640,525368335,9811363528,432.45,35,165,0.3871,337.0,True,0.21212121212121213,12.355714285714285,True,True,4.714285714285714,8,0,高价值转化型
1280,644,525368335,9811363528,0.97,2,2,1.0,64.0,True,1.0,0.485,True,True,1.0,8,7,低效长尾型二
1281,649,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1282,652,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1283,653,525368335,9811363528,570.08,73,221,0.597,259.0,True,0.33031674208144796,7.809315068493151,True,True,3.0273972602739727,8,0,高价值转化型
1284,660,525368335,9811363528,2.76,3,4,0.5,25.0,True,0.75,0.9199999999999999,True,True,1.3333333333333333,8,6,稳定拓展型三
1285,661,525368335,9811363528,2.71,2,2,1.0,15.0,True,1.0,1.355,True,True,1.0,8,7,低效长尾型二
1286,664,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1287,665,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1288,666,525368335,9811363528,6.06,6,9,0.75,210.0,True,0.6666666666666666,1.01,True,True,1.5,8,6,稳定拓展型三
1289,669,525368335,9811363528,1.5,1,1,1.0,120.0,True,1.0,1.5,True,True,1.0,8,7,低效长尾型二
1290,671,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1291,674,525368335,9811363528,5.07,4,4,1.0,62.0,True,1.0,1.2675,True,True,1.0,8,7,低效长尾型二
1292,677,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1293,681,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1294,688,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1295,709,525368335,9811363528,1363.47,2319,263,0.9787,79.0,True,8.817490494296578,0.5879560155239327,True,True,0.11341095299698145,8,4,稳定拓展型二
1296,710,525368335,9811363528,6.56,8,16,0.8571,98.0,True,0.5,0.82,True,True,2.0,8,6,稳定拓展型三
1297,716,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1298,719,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1299,720,525368335,9811363528,30.61,26,23,0.875,71.0,True,1.1304347826086956,1.1773076923076924,True,True,0.8846153846153846,8,6,稳定拓展型三
1300,725,525368335,9811363528,6.12,7,2,1.0,63.0,True,3.5,0.8742857142857143,True,True,0.2857142857142857,8,7,低效长尾型二
1301,729,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1302,733,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1303,735,525368335,9811363528,23.37,23,24,0.7692,261.0,True,0.9583333333333334,1.0160869565217392,True,True,1.0434782608695652,8,6,稳定拓展型三
1304,751,525368335,9811363528,118.97,21,76,0.5294,589.0,True,0.27631578947368424,5.665238095238095,True,True,3.619047619047619,8,0,高价值转化型
1305,752,525368335,9811363528,5.46,8,7,1.0,74.0,True,1.1428571428571428,0.6825,True,True,0.875,8,7,低效长尾型二
1306,753,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1307,759,525368335,9811363528,12.71,15,6,0.8,82.0,True,2.5,0.8473333333333334,True,True,0.4,8,4,稳定拓展型二
1308,763,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1309,765,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1310,766,525368335,9811363528,6.28,4,4,1.0,6.0,True,1.0,1.57,True,True,1.0,8,7,低效长尾型二
1311,775,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1312,785,525368335,9811363528,0.15,1,1,1.0,120.0,True,1.0,0.15,True,True,1.0,8,7,低效长尾型二
1313,799,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1314,805,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1315,809,525368335,9811363528,6.97,2,4,0.5,60.0,True,0.5,3.485,True,True,2.0,8,0,高价值转化型
1316,810,525368335,9811363528,1.87,1,1,1.0,8.0,True,1.0,1.87,True,True,1.0,8,7,低效长尾型二
1317,825,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1318,829,525368335,9811363528,112.68,22,79,0.5625,234.0,True,0.27848101265822783,5.121818181818182,True,True,3.590909090909091,8,0,高价值转化型
1319,831,525368335,9811363528,1.96,2,4,0.5,148.0,True,0.5,0.98,True,True,2.0,8,1,稳定拓展型
1320,834,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1321,836,525368335,9811363528,22.95,53,54,0.7895,119.0,True,0.9814814814814815,0.43301886792452826,True,True,1.0188679245283019,8,4,稳定拓展型二
1322,848,525368335,9811363528,8.34,8,27,0.5714,254.0,True,0.2962962962962963,1.0425,True,True,3.375,8,1,稳定拓展型
1323,850,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1324,851,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1325,860,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1326,874,525368335,9811363528,16.71,15,34,0.7692,140.0,True,0.4411764705882353,1.114,True,True,2.2666666666666666,8,1,稳定拓展型
1327,884,525368335,9811363528,4.94,5,4,1.0,42.0,True,1.25,0.9880000000000001,True,True,0.8,8,7,低效长尾型二
1328,888,525368335,9811363528,244.33,31,104,0.5769,291.0,True,0.2980769230769231,7.881612903225807,True,True,3.3548387096774195,8,0,高价值转化型
1329,901,525368335,9811363528,2.85,3,2,1.0,8.0,True,1.5,0.9500000000000001,True,True,0.6666666666666666,8,7,低效长尾型二
1330,905,525368335,9811363528,0.75,1,0,0.0,,True,,0.75,False,True,0.0,8,5,潜力挖掘型
1331,911,525368335,9811363528,1.96,4,4,1.0,64.0,True,1.0,0.49,True,True,1.0,8,7,低效长尾型二
1332,912,525368335,9811363528,116.42,16,8,1.0,252.0,True,2.0,7.27625,True,True,0.5,8,0,高价值转化型
1333,926,525368335,9811363528,1346.58,500,94,0.954,120.0,True,5.319148936170213,2.6931599999999998,True,True,0.188,8,4,稳定拓展型二
1334,937,525368335,9811363528,286.55,134,107,0.908,103.0,True,1.2523364485981308,2.1384328358208955,True,True,0.7985074626865671,8,0,高价值转化型
1335,944,525368335,9811363528,1.08,3,3,1.0,83.0,True,1.0,0.36000000000000004,True,True,1.0,8,7,低效长尾型二
1336,954,525368335,9811363528,22.07,35,90,0.72,249.0,True,0.3888888888888889,0.6305714285714286,True,True,2.5714285714285716,8,1,稳定拓展型
1337,957,525368335,9811363528,11.4,9,31,0.4444,121.0,True,0.2903225806451613,1.2666666666666666,True,True,3.4444444444444446,8,1,稳定拓展型
1338,984,525368335,9811363528,10.36,11,8,1.0,40.0,True,1.375,0.9418181818181818,True,True,0.7272727272727273,8,7,低效长尾型二
1339,989,525368335,9811363528,2.24,3,3,1.0,54.0,True,1.0,0.7466666666666667,True,True,1.0,8,7,低效长尾型二
1340,993,525368335,9811363528,2.26,4,5,0.75,51.0,True,0.8,0.565,True,True,1.25,8,6,稳定拓展型三
1341,1010,525368335,9811363528,4.3,4,2,1.0,120.0,True,2.0,1.075,True,True,0.5,8,7,低效长尾型二
1342,1014,525368335,9811363528,2.6,4,4,1.0,97.0,True,1.0,0.65,True,True,1.0,8,7,低效长尾型二
1343,1018,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1344,1022,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1345,1030,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1346,1034,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1347,1038,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1348,1046,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1349,1047,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1350,1050,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1351,1060,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1352,1074,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1353,1075,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1354,1081,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1355,1087,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1356,1093,525368335,9811363528,6.03,5,6,0.8,17.0,True,0.8333333333333334,1.206,True,True,1.2,8,6,稳定拓展型三
1357,1124,525368335,9811363528,6.52,6,3,1.0,75.0,True,2.0,1.0866666666666667,True,True,0.5,8,7,低效长尾型二
1358,1131,525368335,9811363528,8.44,10,3,1.0,72.0,True,3.3333333333333335,0.844,True,True,0.3,8,7,低效长尾型二
1359,1135,525368335,9811363528,1.46,1,1,1.0,3.0,True,1.0,1.46,True,True,1.0,8,7,低效长尾型二
1360,1136,525368335,9811363528,0.15,1,1,1.0,10.0,True,1.0,0.15,True,True,1.0,8,7,低效长尾型二
1361,1137,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1362,1143,525368335,9811363528,7.32,5,4,1.0,37.0,True,1.25,1.464,True,True,0.8,8,7,低效长尾型二
1363,1148,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1364,1149,525368335,9811363528,0.37,1,1,1.0,,True,1.0,0.37,True,True,1.0,8,7,低效长尾型二
1365,1159,525368335,9811363528,10.33,9,11,0.7143,34.0,True,0.8181818181818182,1.1477777777777778,True,True,1.2222222222222223,8,6,稳定拓展型三
1366,1161,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1367,1167,525368335,9811363528,1264.77,257,325,0.8144,111.0,True,0.7907692307692308,4.921284046692607,True,True,1.264591439688716,8,0,高价值转化型
1368,1169,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1369,1172,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1370,1184,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1371,1187,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1372,1188,525368335,9811363528,0.39,1,1,1.0,120.0,True,1.0,0.39,True,True,1.0,8,7,低效长尾型二
1373,1194,525368335,9811363528,3.39,3,3,1.0,1.0,True,1.0,1.1300000000000001,True,True,1.0,8,7,低效长尾型二
1374,1196,525368335,9811363528,25.68,26,5,1.0,433.0,True,5.2,0.9876923076923076,True,True,0.19230769230769232,8,4,稳定拓展型二
1375,1199,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1376,1205,525368335,9811363528,12.68,11,18,0.7143,116.0,True,0.6111111111111112,1.1527272727272726,True,True,1.6363636363636365,8,6,稳定拓展型三
1377,1209,525368335,9811363528,21.0,22,86,0.7,141.0,True,0.2558139534883721,0.9545454545454546,True,True,3.909090909090909,8,1,稳定拓展型
1378,1216,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1379,1217,525368335,9811363528,11.05,12,16,0.9,73.0,True,0.75,0.9208333333333334,True,True,1.3333333333333333,8,6,稳定拓展型三
1380,1221,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1381,1225,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1382,1233,525368335,9811363528,3.36,2,3,0.0,225.0,True,0.6666666666666666,1.68,True,True,1.5,8,5,潜力挖掘型
1383,1235,525368335,9811363528,10.08,10,27,0.6,119.0,True,0.37037037037037035,1.008,True,True,2.7,8,1,稳定拓展型
1384,1236,525368335,9811363528,1.34,2,0,0.0,,True,,0.67,False,True,0.0,8,5,潜力挖掘型
1385,1241,525368335,9811363528,24.82,23,67,0.65,177.0,True,0.34328358208955223,1.0791304347826087,True,True,2.9130434782608696,8,1,稳定拓展型
1386,1244,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1387,1245,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1388,1255,525368335,9811363528,1.5,1,1,1.0,10.0,True,1.0,1.5,True,True,1.0,8,7,低效长尾型二
1389,1257,525368335,9811363528,0.61,1,1,1.0,120.0,True,1.0,0.61,True,True,1.0,8,7,低效长尾型二
1390,1265,525368335,9811363528,4.26,1,1,1.0,10.0,True,1.0,4.26,True,True,1.0,8,0,高价值转化型
1391,1270,525368335,9811363528,16.29,16,160,0.6429,1163.0,True,0.1,1.018125,True,True,10.0,8,1,稳定拓展型
1392,1278,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1393,1280,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1394,1281,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1395,1282,525368335,9811363528,0.65,1,0,0.0,,True,,0.65,False,True,0.0,8,5,潜力挖掘型
1396,1289,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1397,1292,525368335,9811363528,6.18,8,15,0.5714,48.0,True,0.5333333333333333,0.7725,True,True,1.875,8,6,稳定拓展型三
1398,1294,525368335,9811363528,1.3,2,2,1.0,22.0,True,1.0,0.65,True,True,1.0,8,7,低效长尾型二
1399,1295,525368335,9811363528,0.23,1,1,1.0,5.0,True,1.0,0.23,True,True,1.0,8,7,低效长尾型二
1400,1296,525368335,9811363528,10.54,6,14,0.3333,343.0,True,0.42857142857142855,1.7566666666666666,True,True,2.3333333333333335,8,1,稳定拓展型
1401,1303,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1402,1308,525368335,9811363528,44.83,48,61,0.7,168.0,True,0.7868852459016393,0.9339583333333333,True,True,1.2708333333333333,8,6,稳定拓展型三
1403,1311,525368335,9811363528,0.0,0,0,,,False,,,False,False,,8,2,低效长尾型
1404,1315,525368335,9811363528,0.63,1,0,0.0,,True,,0.63,False,True,0.0,8,5,潜力挖掘型
1405,1318,525368335,9811363528,239.2,249,245,0.8079,91.0,True,1.0163265306122449,0.9606425702811244,True,True,0.9839357429718876,8,6,稳定拓展型三
